num_sectors,a_s,radius,num_repetitions,num_drones,snr,rmse,std_dev
6,0.4,20,10000,5,-1,5.000351435747811,3.0893390580399203
6,0.4,20,10000,5,0,4.063846522835217,2.497899101496116
6,0.4,20,10000,5,1,3.3353967449120416,2.0300781273608006
6,0.4,20,10000,5,2,2.6681170037960196,1.6151644400458327
6,0.4,20,10000,5,3,2.245785206205436,1.3486286522554736
6,0.4,20,10000,5,4,1.9149419198388313,1.150678614390493
6,0.4,20,10000,5,5,1.686655499154006,1.0164085713632205
6,0.4,20,10000,5,6,1.4557227247382103,0.8824662402020268
6,0.4,20,10000,5,7,1.3630699009854501,0.8263173383190451
6,0.4,20,10000,5,8,1.2466610375768645,0.7590425504219335
6,0.4,20,10000,5,9,1.1661895354546306,0.713082510505826
6,0.4,20,10000,5,10,1.1090290987571183,0.6866273889180096
6,0.4,20,10000,5,11,1.0585105689731624,0.6582968494059562
6,0.4,20,10000,5,12,1.0210127611724584,0.6395027600265808
6,0.4,20,10000,5,13,1.0146930135231045,0.6324008140653299
6,0.4,20,10000,5,14,0.9799113380829505,0.6186409985380732
6,0.4,20,10000,5,15,0.964506713328971,0.6113539011501627
6,0.4,20,10000,5,16,0.9575617478203762,0.5973751059273729
6,0.4,20,10000,5,17,0.9406699082177653,0.5934853175743457
6,0.4,20,10000,5,18,0.9299477456020974,0.5876362564753228
6,0.4,20,10000,5,19,0.9286130532874065,0.5910560624240224
6,0.4,20,10000,9,-1,4.122110544591739,2.4589684663029563
6,0.4,20,10000,9,0,3.2910023982744425,1.946092004846335
6,0.4,20,10000,9,1,2.6558651588627527,1.5978624075299515
6,0.4,20,10000,9,2,2.169239866513444,1.3093246362612445
6,0.4,20,10000,9,3,1.7447904331876214,1.0546829180417565
6,0.4,20,10000,9,4,1.4769050654970448,0.8891631644406842
6,0.4,20,10000,9,5,1.2918937616668085,0.7741360821235618
6,0.4,20,10000,9,6,1.1452031914474536,0.6908738257653873
6,0.4,20,10000,9,7,1.0305211591853234,0.6261665177863269
6,0.4,20,10000,9,8,0.9594354479367311,0.5898994291848774
6,0.4,20,10000,9,9,0.8964751915976299,0.551591981578957
6,0.4,20,10000,9,10,0.8706090937698152,0.5417740928383824
6,0.4,20,10000,9,11,0.8396785459774352,0.5291595991414951
6,0.4,20,10000,9,12,0.8162770086474745,0.5157449917162258
6,0.4,20,10000,9,13,0.7855763156334149,0.5016451301118928
6,0.4,20,10000,9,14,0.8011914963949471,0.5125449422106534
6,0.4,20,10000,9,15,0.7716917357103127,0.49308992358988685
6,0.4,20,10000,9,16,0.7651567841797444,0.4906636128255001
6,0.4,20,10000,9,17,0.7539225227542939,0.4851571325599438
6,0.4,20,10000,9,18,0.7575490205747135,0.492834943413699
6,0.4,20,10000,9,19,0.7493145433947386,0.4839427372807056
6,0.4,20,10000,15,-1,3.4668586502023206,2.0308266590025115
6,0.4,20,10000,15,0,2.796884833752633,1.632148868275637
6,0.4,20,10000,15,1,2.252577525828258,1.3251232587740496
6,0.4,20,10000,15,2,1.8149573970969621,1.0848560478494869
6,0.4,20,10000,15,3,1.4620162989552548,0.8668714124674092
6,0.4,20,10000,15,4,1.2122288079171861,0.7194263606720812
6,0.4,20,10000,15,5,1.0286481981936357,0.6164108915258747
6,0.4,20,10000,15,6,0.9220553128056622,0.5539725045704413
6,0.4,20,10000,15,7,0.8310181318812317,0.5054996763978825
6,0.4,20,10000,15,8,0.7824168582492663,0.48181464420039455
6,0.4,20,10000,15,9,0.7448132666758188,0.4664471927367062
6,0.4,20,10000,15,10,0.7050490120642068,0.4443984438951786
6,0.4,20,10000,15,11,0.6997374695904159,0.4504583065351892
6,0.4,20,10000,15,12,0.6746470156717187,0.4366067084439132
6,0.4,20,10000,15,13,0.6732350595801256,0.4366167449291404
6,0.4,20,10000,15,14,0.6550669965616638,0.4308155209683184
6,0.4,20,10000,15,15,0.6427223082364697,0.4239611569711761
6,0.4,20,10000,15,16,0.6378479162471916,0.42321238089739793
6,0.4,20,10000,15,17,0.6384560214004351,0.42576858273376955
6,0.4,20,10000,15,18,0.6387785324099862,0.42434426026377636
6,0.4,20,10000,15,19,0.6423153896101528,0.43121025992235545
