num_sectors,snr,num_repetitions,a_s,doa,rmse,std_dev
6,5,100000,0.1,241,35.10277858135347,28.079023409625552
6,5,100000,0.1,242,34.101868022777516,27.210554390377794
6,5,100000,0.1,243,32.579155552609606,26.03382924396281
6,5,100000,0.1,244,31.300293866772055,24.974699792968025
6,5,100000,0.1,245,29.769709943605385,23.76455943961307
6,5,100000,0.1,246,28.157232061047655,22.43535594479164
6,5,100000,0.1,247,26.41918924841023,21.068907906551626
6,5,100000,0.1,248,24.642397274996437,19.65893720250345
6,5,100000,0.1,249,22.54088018881288,17.936610318585252
6,5,100000,0.1,250,20.766440487437478,16.50633843549912
6,5,100000,0.1,251,18.576542573163206,14.66443293353495
6,5,100000,0.1,252,16.838162141943794,13.252077987790994
6,5,100000,0.1,253,14.770850754774138,11.445998815489103
6,5,100000,0.1,254,12.96898932831567,9.894130483466142
6,5,100000,0.1,255,11.551259865272261,8.68680465744144
6,5,100000,0.1,256,9.989717157981032,7.297037207790942
6,5,100000,0.1,257,8.961970777973939,6.448276426485775
6,5,100000,0.1,258,8.039791226626615,5.636017611303933
6,5,100000,0.1,259,7.349382984106271,5.0938010458265826
6,5,100000,0.1,260,6.759771847150105,4.567248647231562
6,5,100000,0.1,261,6.359466319291054,4.270598145467567
6,5,100000,0.1,262,6.051474501460371,4.0505405995155375
6,5,100000,0.1,263,5.733312761546895,3.826483269864213
6,5,100000,0.1,264,5.5169396474115056,3.6848906154162684
6,5,100000,0.1,265,5.34221782899309,3.5687062719505795
6,5,100000,0.1,266,5.202015819656953,3.468957681845349
6,5,100000,0.1,267,5.1013660084386485,3.41190028750069
6,5,100000,0.1,268,5.019180770369936,3.3493974532106336
6,5,100000,0.1,269,5.001269706860486,3.3426200779819473
6,5,100000,0.1,270,4.937644645982715,3.2986342660003665
6,5,100000,0.1,271,4.9809455130306715,3.334083943640569
6,5,100000,0.1,272,5.034467167012821,3.3670055394985297
6,5,100000,0.1,273,5.101612628533357,3.412566807476029
6,5,100000,0.1,274,5.219076165349312,3.4871338761751143
6,5,100000,0.1,275,5.3646474972674,3.5914353785838458
6,5,100000,0.1,276,5.544427388583112,3.709755189282033
6,5,100000,0.1,277,5.784691983974368,3.8925679002474856
6,5,100000,0.1,278,6.065686502702611,4.087613168116876
6,5,100000,0.1,279,6.4727042120212985,4.4077499063061305
6,5,100000,0.1,280,7.0120069428037635,4.843701739171712
6,5,100000,0.1,281,7.605443464140705,5.31040209739233
6,5,100000,0.1,282,8.412378999004426,5.971366892492913
6,5,100000,0.1,283,9.304533313687795,6.689694583958742
6,5,100000,0.1,284,10.268996767448703,7.4171201283750126
6,5,100000,0.1,285,11.298940603624027,8.126873023161727
6,5,100000,0.1,286,12.580330616614125,9.08045941827504
6,5,100000,0.1,287,13.78139662072248,9.91122390359273
6,5,100000,0.1,288,14.864387260461529,10.570117820588065
6,5,100000,0.1,289,15.991081819056083,11.22805056312992
6,5,100000,0.1,290,17.059128799034085,11.838611884174565
6,5,100000,0.1,291,17.851508982462402,12.261705148013036
6,5,100000,0.1,292,18.59821904770069,12.636059744414972
6,5,100000,0.1,293,19.441946283523887,13.1262924400497
6,5,100000,0.1,294,19.987094232831662,13.427464056820767
6,5,100000,0.1,295,20.620119383038144,13.776655350011156
6,5,100000,0.1,296,20.84690222262833,13.946768803238754
6,5,100000,0.1,297,21.17369671842658,14.153308722533703
6,5,100000,0.1,298,21.4559209137935,14.352506497459036
6,5,100000,0.1,299,21.491642016670845,14.490565578348251
6,5,100000,0.1,300,21.486047641059752,14.550860107264333
6,5,100000,0.1,301,21.599772468875685,14.550580522402203
6,5,100000,0.1,302,21.423800921573488,14.356491543884768
6,5,100000,0.1,303,21.12979613558987,14.122207470200957
6,5,100000,0.1,304,20.861315999251534,13.945912906097849
6,5,100000,0.1,305,20.51096519968622,13.718261855346432
6,5,100000,0.1,306,20.015172679193867,13.443095200232621
6,5,100000,0.1,307,19.287628800839087,13.012082617623
6,5,100000,0.1,308,18.69033235320713,12.697467611927943
6,5,100000,0.1,309,17.913444264195093,12.281440399136741
6,5,100000,0.1,310,17.01233637237372,11.790843367994144
6,5,100000,0.1,311,16.044950255745196,11.260264238106817
6,5,100000,0.1,312,14.89252416912246,10.546988024064094
6,5,100000,0.1,313,13.81295207329418,9.906382993523742
6,5,100000,0.1,314,12.535974897781792,9.038306898831324
6,5,100000,0.1,315,11.46671693735445,8.316494561416162
6,5,100000,0.1,316,10.302721113464035,7.422015134869072
6,5,100000,0.1,317,9.311159137383308,6.698993241691537
6,5,100000,0.1,318,8.356247357762765,5.926002456734031
6,5,100000,0.1,319,7.580912268287774,5.292208137832985
6,5,100000,0.1,320,6.921215425518731,4.754232375287573
6,5,100000,0.1,321,6.4852858562871445,4.418639116695393
6,5,100000,0.1,322,6.057801385671747,4.098826271795476
6,5,100000,0.1,323,5.772903269148994,3.882917048903413
6,5,100000,0.1,324,5.536448214207747,3.7171099371685377
6,5,100000,0.1,325,5.358767782166752,3.596213092423894
6,5,100000,0.1,326,5.170882820789737,3.4602115626718115
6,5,100000,0.1,327,5.0918931335688775,3.4060070701775143
6,5,100000,0.1,328,4.977406346369876,3.326724629480109
6,5,100000,0.1,329,4.956809645135485,3.317951746516989
6,5,100000,0.1,330,4.950231873671758,3.3124536457531657
6,5,100000,0.1,331,4.9573304382177374,3.3090516153522938
6,5,100000,0.1,332,5.023342313139943,3.364734197481148
6,5,100000,0.1,333,5.085405791569667,3.4042301472123166
6,5,100000,0.1,334,5.2297037557182415,3.495558141417984
6,5,100000,0.1,335,5.3423709215174195,3.573295278434737
6,5,100000,0.1,336,5.5226274550565995,3.6948785042945054
6,5,100000,0.1,337,5.749090916709548,3.868727915442668
6,5,100000,0.1,338,6.091867367288163,4.12407902093066
6,5,100000,0.1,339,6.453695755611842,4.392210647260908
6,5,100000,0.1,340,6.926743884256532,4.774282029240773
6,5,100000,0.1,341,7.53966811598473,5.259447308840004
6,5,100000,0.1,342,8.38476550841343,5.962644532911825
6,5,100000,0.1,343,9.264414247399337,6.640741351972788
6,5,100000,0.1,344,10.27486291721155,7.404390333433495
6,5,100000,0.1,345,11.362468535361876,8.190925538391621
6,5,100000,0.1,346,12.60931143331765,9.094324130454456
6,5,100000,0.1,347,13.674563770451508,9.767481938638111
6,5,100000,0.1,348,14.88701386849634,10.56222727248829
6,5,100000,0.1,349,15.868272087882898,11.107215550531295
6,5,100000,0.1,350,17.074851867654022,11.843261245118603
6,5,100000,0.1,351,17.93937496750399,12.274903247261383
6,5,100000,0.1,352,18.655052660989426,12.683276595154572
6,5,100000,0.1,353,19.376985026912784,13.066520293045354
6,5,100000,0.1,354,20.092164242414,13.46913091559449
6,5,100000,0.1,355,20.481253494575746,13.72994840968933
6,5,100000,0.1,356,20.885078665717373,13.945394522645925
6,5,100000,0.1,357,21.223624564435287,14.19977752018097
6,5,100000,0.1,358,21.42759977170272,14.389458023467611
6,5,100000,0.1,359,21.583718097583073,14.53130139545657
6,5,100000,0.2,0,12.404467913425982,8.539041533729025
6,5,100000,0.2,1,12.294237498572286,8.440882779739036
6,5,100000,0.2,2,12.063714607023229,8.267947104840674
6,5,100000,0.2,3,11.794747098573767,8.114610717440883
6,5,100000,0.2,4,11.30323215224962,7.77939622527785
6,5,100000,0.2,5,10.681419744146556,7.370946164062512
6,5,100000,0.2,6,10.003744582181552,6.9209528353130185
6,5,100000,0.2,7,9.413591656978213,6.533803612899505
6,5,100000,0.2,8,8.760159520535847,6.042746332184745
6,5,100000,0.2,9,7.986416870017319,5.479560597152855
6,5,100000,0.2,10,7.427991402039438,5.058751880837134
6,5,100000,0.2,11,6.836658993586127,4.615703458065051
6,5,100000,0.2,12,6.3412851391116725,4.226421120137644
6,5,100000,0.2,13,5.923972570557306,3.9004224335051108
6,5,100000,0.2,14,5.572981362885799,3.6449039150971285
6,5,100000,0.2,15,5.243182974075835,3.406201540440082
6,5,100000,0.2,16,5.000448022549162,3.2213135015571592
6,5,100000,0.2,17,4.738493050492933,3.0338202627794795
6,5,100000,0.2,18,4.575648128758735,2.934115692906472
6,5,100000,0.2,19,4.425841035586967,2.8355407608545398
6,5,100000,0.2,20,4.285835616844904,2.7454361206617848
6,5,100000,0.2,21,4.1400594071484,2.6461041056294743
6,5,100000,0.2,22,4.030336609361211,2.5749695858387835
6,5,100000,0.2,23,3.9529327367236697,2.524435665404997
6,5,100000,0.2,24,3.8934012945963365,2.4905623922979405
6,5,100000,0.2,25,3.8188162125295073,2.4411149017945735
6,5,100000,0.2,26,3.767273774116779,2.4114612459045333
6,5,100000,0.2,27,3.704821175782048,2.36648479818006
6,5,100000,0.2,28,3.687606417319903,2.3500369279309794
6,5,100000,0.2,29,3.6779313040003307,2.3531588988642085
6,5,100000,0.2,30,3.680533244808353,2.3502661522895387
6,5,100000,0.2,31,3.6809109836579963,2.354848060288604
6,5,100000,0.2,32,3.702030485573586,2.3681099483631503
6,5,100000,0.2,33,3.7218992152631394,2.380901646889029
6,5,100000,0.2,34,3.7495020974655042,2.3934243220563056
6,5,100000,0.2,35,3.8211853567470544,2.440811943033868
6,5,100000,0.2,36,3.8793448303021756,2.4807243436532405
6,5,100000,0.2,37,3.936628936745737,2.517348291241976
6,5,100000,0.2,38,4.036021035411898,2.584065531942237
6,5,100000,0.2,39,4.1555324467636785,2.6591896668554535
6,5,100000,0.2,40,4.288814236439974,2.740241084420443
6,5,100000,0.2,41,4.404959202118559,2.819259880561759
6,5,100000,0.2,42,4.573384229788435,2.933896762964937
6,5,100000,0.2,43,4.767741554528028,3.065460908426579
6,5,100000,0.2,44,4.982992404656302,3.210134059888972
6,5,100000,0.2,45,5.237298015190431,3.38747263612466
6,5,100000,0.2,46,5.576457800132205,3.642467448448047
6,5,100000,0.2,47,5.913929338516047,3.909663160390121
6,5,100000,0.2,48,6.315974625612673,4.214670758531941
6,5,100000,0.2,49,6.904099284476952,4.653090141553409
6,5,100000,0.2,50,7.422714398369173,5.065849209737639
6,5,100000,0.2,51,8.031842605536767,5.554375198081617
6,5,100000,0.2,52,8.680756028646044,5.99561313547495
6,5,100000,0.2,53,9.40623064337501,6.501909510260445
6,5,100000,0.2,54,10.049080150610257,6.950263715896636
6,5,100000,0.2,55,10.653450962646739,7.377190160962608
6,5,100000,0.2,56,11.246170865655035,7.748265506198483
6,5,100000,0.2,57,11.793899899824302,8.10924502789643
6,5,100000,0.2,58,12.052817184232854,8.276614801441898
6,5,100000,0.2,59,12.32915930284481,8.496065295197413
6,5,100000,0.2,60,12.394009398293912,8.543353333781182
6,5,100000,0.2,61,12.327034440090822,8.490135937212559
6,5,100000,0.2,62,12.11229945805986,8.320986418621219
6,5,100000,0.2,63,11.75366250546326,8.072953295037372
6,5,100000,0.2,64,11.23176008496739,7.755636270617495
6,5,100000,0.2,65,10.659304161852779,7.372191189111906
6,5,100000,0.2,66,10.033965173040007,6.928194983370326
6,5,100000,0.2,67,9.364986807809737,6.482170460452747
6,5,100000,0.2,68,8.708282819150545,6.0297988083449665
6,5,100000,0.2,69,8.01732429067075,5.507230139480351
6,5,100000,0.2,70,7.418463575794327,5.053281880564824
6,5,100000,0.2,71,6.863092878898378,4.634291063228811
6,5,100000,0.2,72,6.376575908043586,4.262532523034079
6,5,100000,0.2,73,5.922958356598406,3.8981906398071606
6,5,100000,0.2,74,5.5702591789532026,3.645430019435633
6,5,100000,0.2,75,5.242934445519823,3.3983223288090856
6,5,100000,0.2,76,5.006986887245462,3.2262152349286577
6,5,100000,0.2,77,4.773687922974047,3.0705218914047943
6,5,100000,0.2,78,4.555393768424186,2.9260711265344037
6,5,100000,0.2,79,4.41683327064653,2.823864433692703
6,5,100000,0.2,80,4.266307473792023,2.723915990498318
6,5,100000,0.2,81,4.131519227192648,2.6381130401599084
6,5,100000,0.2,82,4.0534697134552395,2.5869087951571395
6,5,100000,0.2,83,3.9494630495273677,2.51707118370866
6,5,100000,0.2,84,3.8783810329452897,2.4907998688909654
6,5,100000,0.2,85,3.792707744641917,2.4175672388771323
6,5,100000,0.2,86,3.7691759238252875,2.406911873219703
6,5,100000,0.2,87,3.7170805295955183,2.376349039921295
6,5,100000,0.2,88,3.7042522473199173,2.3671236280021843
6,5,100000,0.2,89,3.6672935590168225,2.34715142315924
6,5,100000,0.2,90,3.670414248834834,2.3486680902200034
6,5,100000,0.2,91,3.689244100961155,2.3630191556121423
6,5,100000,0.2,92,3.7015239427841107,2.3646208244456304
6,5,100000,0.2,93,3.7296384789671246,2.383844054618842
6,5,100000,0.2,94,3.7751424765574484,2.4136463067299823
6,5,100000,0.2,95,3.7908347422422706,2.419106856531196
6,5,100000,0.2,96,3.861148264411731,2.4774921370444702
6,5,100000,0.2,97,3.940200011186182,2.518659203540523
6,5,100000,0.2,98,4.028605412253814,2.5773498972221573
6,5,100000,0.2,99,4.153511041826474,2.6493346714479418
6,5,100000,0.2,100,4.2719254244084235,2.7344349562446935
6,5,100000,0.2,101,4.406357265991717,2.818245192592336
6,5,100000,0.2,102,4.578570245020343,2.928215131366269
6,5,100000,0.2,103,4.754670603464874,3.0518146269837163
6,5,100000,0.2,104,4.967622902842756,3.2041786402910377
6,5,100000,0.2,105,5.212314875765953,3.3503041415956782
6,5,100000,0.2,106,5.46143726127372,3.5202516197229152
6,5,100000,0.2,107,5.81497399409548,3.804723701755463
6,5,100000,0.2,108,6.287182505255641,4.211992023118435
6,5,100000,0.2,109,6.7589731283199646,4.6029690680393305
6,5,100000,0.2,110,7.423947327217963,5.224160126895697
6,5,100000,0.2,111,8.244195979214707,5.9722535244179324
6,5,100000,0.2,112,9.286362718384625,6.950306471291603
